Transcript,Label,Binary Label
 But I wanted to ask you.,NoStutteredWords,No-Stutter
 One more question.,Prolongation,Stutter
 question if I may.,Prolongation,Stutter
 that you're an inspiration.,Prolongation,Stutter
 um cов,Interjection,Stutter
 I've had a couple of nice comments.,NoStutteredWords,No-Stutter
 comments back here's Pan゛s,DifficultToUnderstand,Stutter
 I know I'm doing a good,NoStutteredWords,No-Stutter
,SoundRep,Stutter
 Oh!,Block,Stutter
 Oh,Prolongation,Stutter
" you do it, keep busy.",Prolongation,Stutter
 I'm well I work as I am.,Interjection,Stutter
,SoundRep,Stutter
,SoundRep,Stutter
 Guy me,Interjection,Stutter
" And okay,",DifficultToUnderstand,Stutter
 100 students.,Interjection,Stutter
 I've been working here.,Interjection,Stutter
 and entirely end of my job on my,NoStutteredWords,No-Stutter
 I'm also class as be young.,Block,Stutter
 Theory you,SoundRep,Stutter
" Well, how did you find...",NoStutteredWords,No-Stutter
 person who's stutters.,Block,Stutter
" It's a very interesting question, Pam. I think I'll",NoStutteredWords,No-Stutter
 I've always worked in jobs.,NoStutteredWords,No-Stutter
 possibly becomes wide.,SoundRep,Stutter
 is a childhood where I grew.,SoundRep,Stutter
 the furplion and hairy.,Block,Stutter
 confidence.,SoundRep,Stutter
" the blog, make room for the stunt.",Block,Stutter
 Studying which,Prolongation,Stutter
 talking,SoundRep,Stutter
,SoundRep,Stutter
" I mentioned, in addition to, let's",SoundRep,Stutter
 lecturing and you said to us.,Block,Stutter
 their reaction when,Prolongation,Stutter
 when you introduce themselves.,NoStutteredWords,No-Stutter
 when you introduce yourself to them.,NoStutteredWords,No-Stutter
" professors, daughters.",Block,Stutter
 I'm- I giveouri,Interjection,Stutter
 maybe about four or five.,Interjection,Stutter
 on the different schools.,Block,Stutter
" should well, actually advisor on that.",NoStutteredWords,No-Stutter
 I'm gonna have a negative reaction.,Interjection,Stutter
 family or,Interjection,Stutter
 mat theThen that the intended,Interjection,Stutter
 lectures at times.,NoStutteredWords,No-Stutter
 Don't quite understand here.,NoStutteredWords,No-Stutter
,SoundRep,Stutter
,Block,Stutter
 available as a download on,NoStutteredWords,No-Stutter
 on iTunes.,NoStutteredWords,No-Stutter
 talking front of um work.,DifficultToUnderstand,Stutter
 colleagues I not convey,Block,Stutter
" Oh, I see, I see.",WordRep,Stutter
 So have you ever had a call?,SoundRep,Stutter
 gettin' quit.,Interjection,Stutter
 Quick question or doubt.,Block,Stutter
 ability to,Block,Stutter
 to teach.,WordRep,Stutter
" Um, not so much.",Interjection,Stutter
 course you feel under.,NoStutteredWords,No-Stutter
 pressure to actually do the,NoStutteredWords,No-Stutter
 So I'll...,SoundRep,Stutter
 and to back that up I got a year,NoStutteredWords,No-Stutter
 Hair Hair Watch tour.,Block,Stutter
 and again everything comes,NoStutteredWords,No-Stutter
 and on the flip side.,NoStutteredWords,No-Stutter
 I'm the real diamond del swe allem,WordRep,Stutter
" Um, hey Grant how's it going?",NoStutteredWords,No-Stutter
 one. Very well.,SoundRep,Stutter
 Save it!,Block,Stutter
 on the flip-side pain on the flip-side,WordRep,Stutter
" Well, what did he mean by that?",NoStutteredWords,No-Stutter
 of saying a say.,SoundRep,Stutter
 Have you ever had a student actually,NoStutteredWords,No-Stutter
" These are briefly because of overdrive, верfedness, above all cell landscapes. I do good lot of Mandarin and English, and it just contains the local culture,",WordRep,Stutter
 of your speech path.,SoundRep,Stutter
 tower fighter to godn,WordRep,Stutter
 Godji also because in,Block,Stutter
 in some ways I think it's the person.,NoStutteredWords,No-Stutter
 and on air they having fun.,Interjection,Stutter
 yet you could tell me how,NoStutteredWords,No-Stutter
 personality.,Prolongation,Stutter
 d might be and user orders Korea chain 4 anyway so I plan to do as well as wider than we will be.,Interjection,Stutter
 So it's time in it.,SoundRep,Stutter
,WordRep,Stutter
 a next week of 12.,Interjection,Stutter
 One of the biggest reasons we found.,NoStutteredWords,No-Stutter
" And it's actually very, very...",SoundRep,Stutter
 Thank you.,NoStutteredWords,No-Stutter
 Where... Where...,Prolongation,Stutter
" Sorry, it wasn't me standing up there.",NoStutteredWords,No-Stutter
" OK one, I'm on mammork",Prolongation,Stutter
 the phrasing things add up a trigger,Block,Stutter
 I'm saying to get fairly,SoundRep,Stutter
" countable fast, I'll visit my",Block,Stutter
 fairly fast.,Block,Stutter
" What I really like, Pameys.",NoStutteredWords,No-Stutter
 I think I,Interjection,Stutter
 of itинки we made,Interjection,Stutter
,Prolongation,Stutter
 past on that point.,NoStutteredWords,No-Stutter
 Unless,Interjection,Stutter
" I am issue, you know.",Interjection,Stutter
" You know. Right, right. So, so it is.",WordRep,Stutter
 Don't stop on it.,NoStutteredWords,No-Stutter
 I don't talk about that.,NoStutteredWords,No-Stutter
ใ ตอน้ำนะ,Prolongation,Stutter
 Okay. And what I really want to do is,Prolongation,Stutter
 Very cold stuff.,NoStutteredWords,No-Stutter
" Yeah. Well, to to to to",WordRep,Stutter
 one,Prolongation,Stutter
 you get to see,NoStutteredWords,No-Stutter
 a whole range of students.,NoStutteredWords,No-Stutter
 I'm experienced.,Prolongation,Stutter
" Yeah, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I",WordRep,Stutter
 where the cane poll together,Block,Stutter
 It's a very good thing.,Block,Stutter
" Mm-hmm. Mm-hmm. Now, outside.",NoStutteredWords,No-Stutter
 Do you interact with other people?,NoStutteredWords,No-Stutter
 people who's,SoundRep,Stutter
" Um, yes.",Interjection,Stutter
,Prolongation,Stutter
" So, it is the action. So, it is the action.",Block,Stutter
 throughout we have come up also here to,Interjection,Stutter
 I have to do my stuff so,SoundRep,Stutter
 from home.,Interjection,Stutter
 and I'd actually the,SoundRep,Stutter
 and tell listeners where,Prolongation,Stutter
 Where you're from exactly.,Prolongation,Stutter
 in Australia.,WordRep,Stutter
 who the hell..,SoundRep,Stutter
" Is it, is it per...",WordRep,Stutter
 her .,Block,Stutter
" Oh, I'm okay, well.",Interjection,Stutter
 Is it the same to the disability?,Block,Stutter
" locally,NI... L- dressed in popsicle DNA...",Prolongation,Stutter
 have to do such but,Interjection,Stutter
 And what's odd and I'd be the...,DifficultToUnderstand,Stutter
 it's up to the yam in the beach.,Block,Stutter
" the visual, whether or not they were",DifficultToUnderstand,Stutter
 from that term.,Prolongation,Stutter
,Interjection,Stutter
" Allpおお, sorry",Block,Stutter
" Yeah, I think it's a little I think it's",WordRep,Stutter
 you know we still have people,Interjection,Stutter
 of people that persist.,Interjection,Stutter
 Australia.,Block,Stutter
 would start say and,Interjection,Stutter
,NoStutteredWords,No-Stutter
,SoundRep,Stutter
 humple game,Prolongation,Stutter
" Yeah, yeah, what do you think?",NoStutteredWords,No-Stutter
 Tudorink community.,Prolongation,Stutter
 I can still them to be raw models.,NoStutteredWords,No-Stutter
 past that to point nine.,NoStutteredWords,No-Stutter
,SoundRep,Stutter
" Um, and headlight poor.",Prolongation,Stutter
" Try it. Like for example,",Interjection,Stutter
 But what does that mean?,Interjection,Stutter
 what we need our people.,SoundRep,Stutter
" talk but my I started him, you know.",SoundRep,Stutter
" you know, and that will also educate.",Block,Stutter
 They're on the shop.,SoundRep,Stutter
 the,SoundRep,Stutter
 that they can.,Block,Stutter
,SoundRep,Stutter
,Prolongation,Stutter
 See you next time!,NoStutteredWords,No-Stutter
" next episode, personas 100.",Prolongation,Stutter
. Okay.,NoStutteredWords,No-Stutter
 Do with what this is done there.,NoStutteredWords,No-Stutter
 but they have gotten some more,Prolongation,Stutter
" And I, um, Aussie.",Interjection,Stutter
 conference and tables.,Block,Stutter
,SoundRep,Stutter
 N you N you,NoStutteredWords,No-Stutter
 The where I'm all on me.,Prolongation,Stutter
" Human, human pay.",Prolongation,Stutter
" series, I'm a thumb's speech.",NoStutteredWords,No-Stutter
 courses.,Interjection,Stutter
 The Oh boy,Prolongation,Stutter
 background,SoundRep,Stutter
 Sometimes for some people it,Block,Stutter
 it will not have a while,NoStutteredWords,No-Stutter
" I mean, it all comes down to, you know,",Interjection,Stutter
 how we perceive ourselves.,NoStutteredWords,No-Stutter
 was shot in our order ray.,NoStutteredWords,No-Stutter
" Hopefully, in I start her.",SoundRep,Stutter
 or I'm a,SoundRep,Stutter
 .,SoundRep,Stutter
" Okay, and use an",Prolongation,Stutter
" I'm okay, I'm well, I'm very pleased.",NoStutteredWords,No-Stutter
 often I feel,Prolongation,Stutter
 that,Prolongation,Stutter
" Now, let me try explain it.",NoStutteredWords,No-Stutter
 And I want to do say that.,NoStutteredWords,No-Stutter
" It really, really hasn't always been.",NoStutteredWords,No-Stutter
 worse.,Prolongation,Stutter
 Now in the정 queue every time I start a review they give a brief review which a couple more people know through huh.,Interjection,Stutter
 It's new for me.,NoStutteredWords,No-Stutter
 It hasn't always been like that.,WordRep,Stutter
 standing that I'm not alone.,Block,Stutter
,Interjection,Stutter
 I think that insight of...,NoStutteredWords,No-Stutter
 having realized that you're not,Block,Stutter
 alone do you think part,Prolongation,Stutter
 Drug old speech.,NoStutteredWords,No-Stutter
" Absolutely, it's the main point.",NoStutteredWords,No-Stutter
 on understanding I'm not alone.,NoStutteredWords,No-Stutter
" Well, that's tremendous for peep.",Block,Stutter
 But I guess I'm just too stubborn.,NoStutteredWords,No-Stutter
 impact. That's huge.,NoStutteredWords,No-Stutter
" Yeah, it is huge.",NoStutteredWords,No-Stutter
 then anything else.,Interjection,Stutter
 coming out of my first in this day conference.,NoStutteredWords,No-Stutter
 Ein Blutsoh 1000 sowas auch fair.,NoStutteredWords,No-Stutter
" A Maze Enplica, a Maze Enplica, a Maze Enplica...",WordRep,Stutter
 absolutely blown away by the,NoStutteredWords,No-Stutter
 by the quality of people.,NoStutteredWords,No-Stutter
 People who start to have achieved.,NoStutteredWords,No-Stutter
 It's inspiring.,WordRep,Stutter
" Yeah, I think that's what it's all about when we're",NoStutteredWords,No-Stutter
 almost seems like a underseed.,NoStutteredWords,No-Stutter
 D8ment doesn't it?,NoStutteredWords,No-Stutter
 same people.,Block,Stutter
 They suddenly just feel,NoStutteredWords,No-Stutter
 support and community does.,NoStutteredWords,No-Stutter
" Yes, yes, absolutely.",WordRep,Stutter
 support group or conference.,NoStutteredWords,No-Stutter
 Um...,Interjection,Stutter
" how to peat, how do people know?",WordRep,Stutter
 People know because I stutter.,NoStutteredWords,No-Stutter
 I urge you.,WordRep,Stutter
 to do so.,SoundRep,Stutter
 if you can recall what I'm sure you can.,NoStutteredWords,No-Stutter
 I think that I was so,Prolongation,Stutter
 I don't need to.,Prolongation,Stutter
 only gotten up the courage.,NoStutteredWords,No-Stutter
 what to expect.,SoundRep,Stutter
 I heard other people stay,WordRep,Stutter
" people's stutter, of course.",NoStutteredWords,No-Stutter
 I was,Interjection,Stutter
 And then you hide my stutter.,SoundRep,Stutter
 in 2012.,Interjection,Stutter
 not stutter needs to stutter.,NoStutteredWords,No-Stutter
 And that helps it reduces the...,Block,Stutter
 you speak fluently and,NoStutteredWords,No-Stutter
 Just just,Interjection,Stutter
 Go ahead and start the,Block,Stutter
 Um...,Interjection,Stutter
 Simply,Block,Stutter
 liberating. It introduces the,NoStutteredWords,No-Stutter
 is reduced or eliminated.,NoStutteredWords,No-Stutter
" Absolutely, absolutely.",WordRep,Stutter
 normal speech therapy.,Prolongation,Stutter
 as a child I was,NoStutteredWords,No-Stutter
 51. I guess.,Prolongation,Stutter
 I guess I'm stage old.,Prolongation,Stutter
 Um,Interjection,Stutter
 Tell the waste of time.,Block,Stutter
 because in the room I was,NoStutteredWords,No-Stutter
 I was just,Prolongation,Stutter
" Um, then the GP driver via service is horrible and totally clear.��게.",NoStutteredWords,No-Stutter
 Israel? Yes.,NoStutteredWords,No-Stutter
" Yes, the Reels.",WordRep,Stutter
 Thank you.,Interjection,Stutter
 I,Prolongation,Stutter
 a few other people who stats are,SoundRep,Stutter
 Um,Interjection,Stutter
 I advertised for the first time.,NoStutteredWords,No-Stutter
 There is a,Prolongation,Stutter
 one of the,Prolongation,Stutter
 Асподознежел.,Block,Stutter
 Hey!,Prolongation,Stutter
 I understand.,Prolongation,Stutter
 personally I don't think.,NoStutteredWords,No-Stutter
 I don't think,Block,Stutter
 therapy of any type.,Prolongation,Stutter
,NoStutteredWords,No-Stutter
,Interjection,Stutter
 I have been to,Interjection,Stutter
 very very,Interjection,Stutter
,NoStutteredWords,No-Stutter
 is free ball ah.,DifficultToUnderstand,Stutter
" I will probably, I don't know.",WordRep,Stutter
 two years ago.,SoundRep,Stutter
" My life, my life, my life, my life.",WordRep,Stutter
 for speech therapy.,Interjection,Stutter
 Um...,Prolongation,Stutter
 and avoidance.,WordRep,Stutter
 reduction thirtyOs.,Interjection,Stutter
 I would probably like to explore that.,SoundRep,Stutter
 But we ask that something tracks you understand and we find it any force that you were strongly convinced by insert your希望. Visit my channel where..,Block,Stutter
 No.,NoStutteredWords,No-Stutter
 So it's something I need to,Block,Stutter
 And I thank for many.,NoStutteredWords,No-Stutter
 people that's a complex story.,NoStutteredWords,No-Stutter
 valuable experience to have.,NoStutteredWords,No-Stutter
" Yeah, it is.",Interjection,Stutter
 my belief is that,WordRep,Stutter
 Um,Interjection,Stutter
" that will, I'll continue to emphasize this.",WordRep,Stutter
" So, dealing with my psyche,",NoStutteredWords,No-Stutter
" has been very, very valuable.",WordRep,Stutter
 and not have stuttering come up.,NoStutteredWords,No-Stutter
" Yeah, I agree.",Interjection,Stutter
 career.,Interjection,Stutter
 My first experience.,WordRep,Stutter
 Thank you.,SoundRep,Stutter
 came up,SoundRep,Stutter
 came up.,NoStutteredWords,No-Stutter
 statue is so much a part of me.,NoStutteredWords,No-Stutter
 and then it Jungkook,Interjection,Stutter
 at this point in your life.,NoStutteredWords,No-Stutter
" Well, um...",Prolongation,Stutter
 and the wow is because,NoStutteredWords,No-Stutter
 I'm cautious.,Interjection,Stutter
 where I can start to do things.,NoStutteredWords,No-Stutter
 without the,Prolongation,Stutter
 We are,NoStutteredWords,No-Stutter
 approaching almost,NoStutteredWords,No-Stutter
 So I appreciate that.,NoStutteredWords,No-Stutter
" I, it's a,",SoundRep,Stutter
 pleasure and I thank you.,Block,Stutter
 very much for this opportunity.,NoStutteredWords,No-Stutter
